RANK,NAME,SYMBOL,PRICE($),VOLUME,MARKETCAP,EventProcessedDate
12,Hashflow,hft,0.678882,238715345,118960021.0,2023-02-14
13,SingularityNET,agix,0.454404,231287161,532310220.0,2023-02-14
14,Cardano,ada,0.386387,187100844,13540951660.0,2023-02-14
15,SHIBA INU,shib,1.27006e-05,170788424,7485362537.0,2023-02-14
16,Dogecoin,doge,0.0833302,169156096,11440202414.0,2023-02-14
17,Optimism,op,2.42514,164237274,545046911.0,2023-02-14
18,The Graph,grt,0.169371,163606027,1488455666.0,2023-02-14
19,Fetch.ai,fet,0.449358,159257250,309211569.0,2023-02-14
20,Litecoin,ltc,95.1819,154502009,6835928342.0,2023-02-14
21,Lido DAO Token,ldo,2.55606,133655363,2118155619.0,2023-02-14
22,Mina,mina,1.01141,116680415,848229620.0,2023-02-14
23,Render Token,rndr,1.71991,110122163,476141522.0,2023-02-14
24,Avalanche,avax,18.1197,100263683,5669559020.0,2023-02-14
25,dYdX,dydx,2.63072,97429484,368107484.0,2023-02-14
26,Curve,crv,1.07125,96283102,779911454.0,2023-02-14
27,Gala,gala,0.0438894,95670002,331036228.0,2023-02-14
28,Magic,magic,1.64983,92443218,341510464.0,2023-02-14
29,Hooked Protocol,hook,2.61312,90823103,130656144.0,2023-02-14
30,ChainLink,link,6.79548,80881651,3340659578.0,2023-02-14
31,The Sandbox,sand,0.712813,80459315,1120511586.0,2023-02-14
32,Polkadot,dot,6.22572,77015340,7355405632.0,2023-02-14
33,TRON,trx,0.0667488,75543069,6144516739.0,2023-02-14
34,Hedera,hbar,0.0864945,74264122,2203278583.0,2023-02-14
35,Oasis Network,rose,0.0799762,71367473,402228881.0,2023-02-14
36,Cosmos,atom,13.4163,68205516,3883729555.0,2023-02-14
37,Multi Collateral DAI,dai,0.999931,64424351,5194988496.0,2023-02-14
38,Blur,blur,0.619837,61215438,0.0,2023-02-14
39,NEAR Protocol,near,2.24066,60579916,1875078916.0,2023-02-14
40,Terra Classic,luna,0.000169356,59076000,1006940222.0,2023-02-14
41,TerraClassicUSD,ust,0.03045,58751017,298394723.0,2023-02-14
42,Aave,aave,82.6131,57763686,1169026300.0,2023-02-14
43,Highstreet,high,3.26499,56598190,100047956.0,2023-02-14
44,Filecoin,fil,5.07886,52494987,1978287346.0,2023-02-14
45,USDD,usdd,0.98684,51937990,715786729.0,2023-02-14
46,Ocean Protocol,ocean,0.474451,49803423,205924757.0,2023-02-14
47,Loopring,lrc,0.413342,49347339,515021333.0,2023-02-14
48,Decentraland,mana,0.675195,48521151,1226573202.0,2023-02-14
49,JasmyCoin,jasmy,0.00657979,48128849,169281474.0,2023-02-14
50,Onyxcoin,xcn,0.0174175,46130090,374003878.0,2023-02-14
1,Tether,usdt,1.00023,19237761358,69198756887.0,2023-02-14
2,Bitcoin,btc,22216.6,13857731451,427930861063.0,2023-02-14
3,Binance USD,busd,0.999621,7428317692,21835130474.0,2023-02-14
4,Ethereum,eth,1556.42,3219448479,189024882755.0,2023-02-14
5,USD Coin,usdc,0.999904,600829253,42561312153.0,2023-02-14
6,Solana,sol,21.7434,467276187,7967104477.0,2023-02-14
7,XRP,xrp,0.37943,392934662,19121572711.0,2023-02-14
8,Polygon,matic,1.25618,392243323,11249692526.0,2023-02-14
9,Binance Coin,bnb,296.544,339876538,47621462621.0,2023-02-14
10,Fantom,ftm,0.512379,326875078,1422983381.0,2023-02-14
11,Aptos,apt,14.5825,321480029,2133611122.0,2023-02-14
12,Hashflow,hft,0.678882,238714859,118960021.0,2023-02-14
13,SingularityNET,agix,0.454901,231286524,532891572.0,2023-02-14
14,Cardano,ada,0.386387,187100502,13540951618.0,2023-02-14
15,SHIBA INU,shib,1.26914e-05,170788411,7479969995.0,2023-02-14
16,Dogecoin,doge,0.0833302,169155743,11440202414.0,2023-02-14
17,Optimism,op,2.42419,164237137,544833734.0,2023-02-14
18,The Graph,grt,0.169371,163605870,1488455668.0,2023-02-14
19,Fetch.ai,fet,0.449685,159257006,309436664.0,2023-02-14
20,Litecoin,ltc,95.21,154501583,6837946935.0,2023-02-14
21,Lido DAO Token,ldo,2.55606,133655227,2118155619.0,2023-02-14
22,Mina,mina,1.01141,116680312,848229620.0,2023-02-14
23,Render Token,rndr,1.71991,110122091,476141522.0,2023-02-14
24,Avalanche,avax,18.1197,100263571,5669559020.0,2023-02-14
25,dYdX,dydx,2.63072,97429379,368107484.0,2023-02-14
26,Curve,crv,1.07125,96283000,779911442.0,2023-02-14
27,Gala,gala,0.0438899,95669923,331039528.0,2023-02-14
28,Magic,magic,1.64973,92443131,341489913.0,2023-02-14
29,Hooked Protocol,hook,2.61298,90822969,130649444.0,2023-02-14
30,ChainLink,link,6.79466,80881508,3340257556.0,2023-02-14
31,The Sandbox,sand,0.712821,80459136,1120525505.0,2023-02-14
32,Polkadot,dot,6.22714,77015163,7357091830.0,2023-02-14
33,TRON,trx,0.0667667,75543019,6146168256.0,2023-02-14
34,Hedera,hbar,0.0865029,74264021,2203492442.0,2023-02-14
35,Oasis Network,rose,0.0798185,71367361,401436004.0,2023-02-14
36,Cosmos,atom,13.4163,68205393,3883748453.0,2023-02-14
37,Multi Collateral DAI,dai,0.999931,64423955,5194988506.0,2023-02-14
38,Blur,blur,0.626425,61215432,0.0,2023-02-14
39,NEAR Protocol,near,2.24066,60579851,1875078917.0,2023-02-14
40,Terra Classic,luna,0.000169205,59076000,1006045108.0,2023-02-14
41,TerraClassicUSD,ust,0.03045,58751015,298394723.0,2023-02-14
42,Aave,aave,82.6131,57763562,1169026300.0,2023-02-14
43,Highstreet,high,3.26499,56598133,100047956.0,2023-02-14
44,Filecoin,fil,5.07886,52494917,1978287571.0,2023-02-14
45,USDD,usdd,0.986932,51936940,715853821.0,2023-02-14
46,Ocean Protocol,ocean,0.474457,49803376,205927422.0,2023-02-14
47,Loopring,lrc,0.413435,49347259,515137429.0,2023-02-14
48,Decentraland,mana,0.675275,48521082,1226718811.0,2023-02-14
49,JasmyCoin,jasmy,0.00657979,48128805,169281474.0,2023-02-14
50,Onyxcoin,xcn,0.0174175,46130082,374003891.0,2023-02-14
1,Tether,usdt,1.00023,19238845619,69198765120.0,2023-02-14
2,Bitcoin,btc,22217.3,13856155941,427944289588.0,2023-02-14
3,Binance USD,busd,0.999621,7428798458,21835130474.0,2023-02-14
4,Ethereum,eth,1556.57,3218392956,189042565939.0,2023-02-14
5,USD Coin,usdc,0.999968,600626551,42564032642.0,2023-02-14
6,Solana,sol,21.7495,467263193,7969362529.0,2023-02-14
7,XRP,xrp,0.37943,392933357,19121572711.0,2023-02-14
8,Polygon,matic,1.25626,392166912,11250406976.0,2023-02-14
9,Binance Coin,bnb,296.544,339923422,47621462140.0,2023-02-14
10,Fantom,ftm,0.512402,326852722,1423048111.0,2023-02-14
11,Aptos,apt,14.5912,321423611,2134874795.0,2023-02-14
12,Hashflow,hft,0.678882,238677680,118960021.0,2023-02-14
13,SingularityNET,agix,0.455079,231110967,533100442.0,2023-02-14
14,Cardano,ada,0.386387,187108682,13540951611.0,2023-02-14
15,SHIBA INU,shib,1.27004e-05,170792556,7485290799.0,2023-02-14
16,Dogecoin,doge,0.0833462,169149442,11442398507.0,2023-02-14
17,Optimism,op,2.42419,164268978,544833734.0,2023-02-14
18,The Graph,grt,0.169371,163527628,1488455673.0,2023-02-14
19,Fetch.ai,fet,0.449668,159208160,309424651.0,2023-02-14
20,Litecoin,ltc,95.2105,154506542,6837980330.0,2023-02-14
21,Lido DAO Token,ldo,2.55606,133619346,2118155619.0,2023-02-14
22,Mina,mina,1.01142,116641499,848242561.0,2023-02-14
23,Render Token,rndr,1.71951,110112471,476029918.0,2023-02-14
24,Avalanche,avax,18.1197,100227715,5669559020.0,2023-02-14
25,dYdX,dydx,2.63072,97426690,368107485.0,2023-02-14
26,Curve,crv,1.07125,96256911,779911541.0,2023-02-14
27,Gala,gala,0.0438905,95654031,331044411.0,2023-02-14
28,Magic,magic,1.64973,92423066,341489910.0,2023-02-14
29,Hooked Protocol,hook,2.61296,90806477,130648102.0,2023-02-14
30,ChainLink,link,6.79645,80879007,3341135718.0,2023-02-14
31,The Sandbox,sand,0.712821,80440010,1120525505.0,2023-02-14
32,Polkadot,dot,6.22714,77001201,7357091802.0,2023-02-14
33,TRON,trx,0.0667667,75557959,6146168252.0,2023-02-14
34,Hedera,hbar,0.0863665,74268047,2200017688.0,2023-02-14
35,Oasis Network,rose,0.0799947,71374954,402322413.0,2023-02-14
36,Cosmos,atom,13.4163,68186974,3883748493.0,2023-02-14
37,Multi Collateral DAI,dai,0.999931,64423991,5194988508.0,2023-02-14
38,Blur,blur,0.629522,61144978,0.0,2023-02-14
39,NEAR Protocol,near,2.24201,60589415,1876214303.0,2023-02-14
40,Terra Classic,luna,0.000169385,59071976,1007115525.0,2023-02-14
41,TerraClassicUSD,ust,0.03045,58770305,298394723.0,2023-02-14
42,Aave,aave,82.6131,57761585,1169026300.0,2023-02-14
43,Highstreet,high,3.26499,56597233,100047956.0,2023-02-14
44,Filecoin,fil,5.07888,52467676,1978296903.0,2023-02-14
45,USDD,usdd,0.986878,51931091,715814351.0,2023-02-14
46,Ocean Protocol,ocean,0.475061,49795386,206189464.0,2023-02-14
47,Loopring,lrc,0.413435,49363401,515137429.0,2023-02-14
48,Decentraland,mana,0.675275,48487186,1226718811.0,2023-02-14
49,JasmyCoin,jasmy,0.0065797,48106130,169279230.0,2023-02-14
50,Onyxcoin,xcn,0.0173555,46148344,372672303.0,2023-02-14
1,Tether,usdt,1.00023,19239730682,69198738000.0,2023-02-14
2,Bitcoin,btc,22217.9,13857802220,427957056088.0,2023-02-14
3,Binance USD,busd,0.999621,7429091622,21835130474.0,2023-02-14
4,Ethereum,eth,1556.55,3219464113,189040760494.0,2023-02-14
5,USD Coin,usdc,0.999968,600841994,42564032642.0,2023-02-14
6,Solana,sol,21.7495,467277270,7969362525.0,2023-02-14
7,XRP,xrp,0.379426,392935765,19121378875.0,2023-02-14
8,Polygon,matic,1.25625,392244584,11250397250.0,2023-02-14
9,Binance Coin,bnb,296.594,339879737,47629464051.0,2023-02-14
10,Fantom,ftm,0.512402,326876410,1423048111.0,2023-02-14
11,Aptos,apt,14.5912,321480440,2134874796.0,2023-02-14
12,Hashflow,hft,0.678904,238715588,118963903.0,2023-02-14
13,SingularityNET,agix,0.455691,231287438,533817903.0,2023-02-14
14,Cardano,ada,0.386392,187101173,13541120216.0,2023-02-14
15,SHIBA INU,shib,1.26913e-05,170788408,7479910192.0,2023-02-14
16,Dogecoin,doge,0.0833302,169156036,11440202414.0,2023-02-14
17,Optimism,op,2.42508,164237416,545034046.0,2023-02-14
18,The Graph,grt,0.169369,163606087,1488442091.0,2023-02-14
19,Fetch.ai,fet,0.449666,159257708,309423503.0,2023-02-14
20,Litecoin,ltc,95.1894,154502309,6836465972.0,2023-02-14
21,Lido DAO Token,ldo,2.55606,133655388,2118155619.0,2023-02-14
22,Mina,mina,1.01142,116680474,848242605.0,2023-02-14
23,Render Token,rndr,1.71951,110122161,476029918.0,2023-02-14
24,Avalanche,avax,18.1197,100263804,5669559020.0,2023-02-14
25,dYdX,dydx,2.63072,97429514,368107485.0,2023-02-14
26,Curve,crv,1.07126,96283139,779922581.0,2023-02-14
27,Gala,gala,0.0438905,95670077,331044410.0,2023-02-14
28,Magic,magic,1.64973,92443226,341489906.0,2023-02-14
29,Hooked Protocol,hook,2.61296,90823183,130648050.0,2023-02-14
30,ChainLink,link,6.79645,80881777,3341135718.0,2023-02-14
31,The Sandbox,sand,0.713473,80459443,1121549794.0,2023-02-14
32,Polkadot,dot,6.22723,77015582,7357195364.0,2023-02-14
33,TRON,trx,0.0667667,75543600,6146168252.0,2023-02-14
34,Hedera,hbar,0.0864168,74264212,2201298562.0,2023-02-14
35,Oasis Network,rose,0.0799947,71367542,402322413.0,2023-02-14
36,Cosmos,atom,13.4163,68205641,3883748493.0,2023-02-14
37,Multi Collateral DAI,dai,0.999931,64425015,5194988505.0,2023-02-14
38,Blur,blur,0.629522,61215417,0.0,2023-02-14
39,NEAR Protocol,near,2.24062,60579961,1875047817.0,2023-02-14
40,Terra Classic,luna,0.000169385,59076010,1007115525.0,2023-02-14
41,TerraClassicUSD,ust,0.03045,58751017,298394723.0,2023-02-14
42,Aave,aave,82.6114,57763832,1169002372.0,2023-02-14
43,Highstreet,high,3.26398,56598234,100017124.0,2023-02-14
44,Filecoin,fil,5.07976,52495045,1978636815.0,2023-02-14
45,USDD,usdd,0.986875,51940311,715812095.0,2023-02-14
46,Ocean Protocol,ocean,0.475064,49803482,206190553.0,2023-02-14
47,Loopring,lrc,0.413342,49347401,515021336.0,2023-02-14
48,Decentraland,mana,0.67536,48521184,1226872031.0,2023-02-14
49,JasmyCoin,jasmy,0.00657979,48128962,169281474.0,2023-02-14
50,Onyxcoin,xcn,0.0174175,46130080,374003817.0,2023-02-14
1,Tether,usdt,1.00023,19240519424,69198557227.0,2023-02-14
2,Bitcoin,btc,22218.2,13857879960,427963155130.0,2023-02-14
3,Binance USD,busd,0.999621,7429884107,21835130150.0,2023-02-14
4,Ethereum,eth,1556.56,3219463854,189041730741.0,2023-02-14
5,USD Coin,usdc,0.999968,600893413,42564032557.0,2023-02-14
6,Solana,sol,21.7363,467276841,7964505924.0,2023-02-14
7,XRP,xrp,0.379426,392935458,19121378875.0,2023-02-14
8,Polygon,matic,1.25634,392244579,11251151704.0,2023-02-14
9,Binance Coin,bnb,296.594,339878629,47629460534.0,2023-02-14
10,Fantom,ftm,0.512402,326876062,1423048110.0,2023-02-14
11,Aptos,apt,14.5825,321479956,2133611072.0,2023-02-14
12,Hashflow,hft,0.683382,238715368,119748475.0,2023-02-14
13,SingularityNET,agix,0.456791,231294685,535106272.0,2023-02-14
14,Cardano,ada,0.386389,187101074,13541022262.0,2023-02-14
15,SHIBA INU,shib,1.26913e-05,170789338,7479910222.0,2023-02-14
16,Dogecoin,doge,0.0833312,169155992,11440340047.0,2023-02-14
17,Optimism,op,2.42514,164237176,545046911.0,2023-02-14
18,The Graph,grt,0.169371,163606283,1488457441.0,2023-02-14
19,Fetch.ai,fet,0.449131,159257722,309055142.0,2023-02-14
20,Litecoin,ltc,95.2114,154502214,6838046362.0,2023-02-14
21,Lido DAO Token,ldo,2.55605,133655601,2118147765.0,2023-02-14
22,Mina,mina,1.01141,116680298,848232248.0,2023-02-14
23,Render Token,rndr,1.72163,110122862,476617404.0,2023-02-14
24,Avalanche,avax,18.1197,100263705,5669559020.0,2023-02-14
25,dYdX,dydx,2.63072,97429322,368107465.0,2023-02-14
26,Curve,crv,1.07126,96283205,779922580.0,2023-02-14
27,Gala,gala,0.0438905,95670007,331044410.0,2023-02-14
28,Magic,magic,1.6524,92443065,342042746.0,2023-02-14
29,Hooked Protocol,hook,2.61295,90823062,130647709.0,2023-02-14
30,ChainLink,link,6.79645,80883013,3341135708.0,2023-02-14
31,The Sandbox,sand,0.713432,80460232,1121485818.0,2023-02-14
32,Polkadot,dot,6.22723,77015517,7357195365.0,2023-02-14
33,TRON,trx,0.0667667,75543547,6146168252.0,2023-02-14
34,Hedera,hbar,0.0864671,74264121,2202579444.0,2023-02-14
35,Oasis Network,rose,0.0800597,71367454,402649027.0,2023-02-14
36,Cosmos,atom,13.4163,68205571,3883748505.0,2023-02-14
37,Multi Collateral DAI,dai,0.999918,64428972,5194922217.0,2023-02-14
38,Blur,blur,0.626348,61215275,0.0,2023-02-14
39,NEAR Protocol,near,2.24081,60579875,1875207453.0,2023-02-14
40,Terra Classic,luna,0.000169385,59076070,1007115525.0,2023-02-14
41,TerraClassicUSD,ust,0.03045,58751006,298394723.0,2023-02-14
42,Aave,aave,82.6104,57763804,1168987595.0,2023-02-14
43,Highstreet,high,3.25999,56600002,99895013.0,2023-02-14
44,Filecoin,fil,5.07976,52494969,1978636816.0,2023-02-14
45,USDD,usdd,0.9869,51941600,715830773.0,2023-02-14
46,Ocean Protocol,ocean,0.475056,49804278,206187090.0,2023-02-14
47,Loopring,lrc,0.413342,49347851,515021341.0,2023-02-14
48,Decentraland,mana,0.67536,48521250,1226872031.0,2023-02-14
49,JasmyCoin,jasmy,0.00657979,48128895,169281474.0,2023-02-14
50,Onyxcoin,xcn,0.0174175,46130571,374003816.0,2023-02-14
1,Tether,usdt,1.00022,19239599020,69198255799.0,2023-02-14
2,Bitcoin,btc,22214.4,13858042362,427888378489.0,2023-02-14
3,Binance USD,busd,0.999732,7428064354,21837557874.0,2023-02-14
4,Ethereum,eth,1556.39,3220077872,189021288504.0,2023-02-14
5,USD Coin,usdc,0.999968,601084234,42564032527.0,2023-02-14
6,Solana,sol,21.7438,467403564,7967268268.0,2023-02-14
7,XRP,xrp,0.379438,393164591,19121973899.0,2023-02-14
8,Polygon,matic,1.25537,392482866,11242468275.0,2023-02-14
9,Binance Coin,bnb,296.565,339908527,47624820560.0,2023-02-14
10,Fantom,ftm,0.512582,326844656,1423548170.0,2023-02-14
11,Aptos,apt,14.5739,321623418,2132347152.0,2023-02-14
12,Hashflow,hft,0.677093,238885352,118646504.0,2023-02-14
13,SingularityNET,agix,0.457605,231465206,536059490.0,2023-02-14
14,Cardano,ada,0.386315,187123361,13538417456.0,2023-02-14
15,SHIBA INU,shib,1.26907e-05,170834673,7479564815.0,2023-02-14
16,Dogecoin,doge,0.0833302,169213277,11440201098.0,2023-02-14
17,Optimism,op,2.42508,164194377,545034046.0,2023-02-14
18,The Graph,grt,0.169438,163683562,1489052605.0,2023-02-14
19,Fetch.ai,fet,0.449789,159269547,309507986.0,2023-02-14
20,Litecoin,ltc,95.1616,154481559,6834472778.0,2023-02-14
21,Lido DAO Token,ldo,2.55602,133708791,2118118373.0,2023-02-14
22,Mina,mina,1.01099,116672730,847884645.0,2023-02-14
23,Render Token,rndr,1.72266,110129858,476901957.0,2023-02-14
24,Avalanche,avax,18.1279,100270644,5672123421.0,2023-02-14
25,dYdX,dydx,2.63075,97430371,368111254.0,2023-02-14
26,Curve,crv,1.07225,96273505,780640873.0,2023-02-14
27,Gala,gala,0.0438905,95685111,331044396.0,2023-02-14
28,Magic,magic,1.6524,92483638,342042746.0,2023-02-14
29,Hooked Protocol,hook,2.61294,90962839,130647140.0,2023-02-14
30,ChainLink,link,6.7957,80919128,3340766445.0,2023-02-14
31,The Sandbox,sand,0.71323,80453804,1121168055.0,2023-02-14
32,Polkadot,dot,6.2263,76994298,7356099896.0,2023-02-14
33,TRON,trx,0.0667667,75542103,6146165811.0,2023-02-14
34,Hedera,hbar,0.0863809,74283443,2200385513.0,2023-02-14
35,Oasis Network,rose,0.0801803,71365867,403255642.0,2023-02-14
36,Cosmos,atom,13.4148,68227266,3883295193.0,2023-02-14
37,Multi Collateral DAI,dai,0.999918,64427164,5194923859.0,2023-02-14
38,Blur,blur,0.626983,61314203,0.0,2023-02-14
39,NEAR Protocol,near,2.24011,60507771,1874624169.0,2023-02-14
40,Terra Classic,luna,0.000169385,59062075,1007115522.0,2023-02-14
41,TerraClassicUSD,ust,0.03045,58705655,298394723.0,2023-02-14
42,Aave,aave,82.6104,57760655,1168987598.0,2023-02-14
43,Highstreet,high,3.26299,56599594,99986778.0,2023-02-14
44,Filecoin,fil,5.07801,52507198,1977956917.0,2023-02-14
45,USDD,usdd,0.986894,51942722,715825888.0,2023-02-14
46,Ocean Protocol,ocean,0.475063,49805703,206190430.0,2023-02-14
47,Loopring,lrc,0.413249,49357973,514904915.0,2023-02-14
48,Decentraland,mana,0.67536,48530387,1226872931.0,2023-02-14
49,JasmyCoin,jasmy,0.00656021,48145495,168777692.0,2023-02-14
50,Onyxcoin,xcn,0.0174175,46093760,374003854.0,2023-02-14
1,Tether,usdt,1.00029,19238922911,69202933980.0,2023-02-14
2,Bitcoin,btc,22213.4,13858583568,427870634560.0,2023-02-14
3,Binance USD,busd,0.999732,7427813400,21837557863.0,2023-02-14
4,Ethereum,eth,1556.04,3220171893,188978043324.0,2023-02-14
5,USD Coin,usdc,0.999877,601099599,42560161487.0,2023-02-14
6,Solana,sol,21.7438,467419094,7967267803.0,2023-02-14
7,XRP,xrp,0.379442,393177142,19122167750.0,2023-02-14
8,Polygon,matic,1.25537,392495480,11242487735.0,2023-02-14
9,Binance Coin,bnb,296.507,339914957,47615445543.0,2023-02-14
10,Fantom,ftm,0.512582,326859254,1423548182.0,2023-02-14
11,Aptos,apt,14.5739,321638568,2132347152.0,2023-02-14
12,Hashflow,hft,0.677093,238894691,118646504.0,2023-02-14
13,SingularityNET,agix,0.457462,231467893,535892307.0,2023-02-14
14,Cardano,ada,0.386315,187128277,13538417519.0,2023-02-14
15,SHIBA INU,shib,1.26907e-05,170841339,7479564833.0,2023-02-14
16,Dogecoin,doge,0.0833477,169219058,11442605482.0,2023-02-14
17,Optimism,op,2.42508,164201260,545034047.0,2023-02-14
18,The Graph,grt,0.169507,163689523,1489659093.0,2023-02-14
19,Fetch.ai,fet,0.449789,159274225,309507988.0,2023-02-14
20,Litecoin,ltc,95.1194,154487506,6831441451.0,2023-02-14
21,Lido DAO Token,ldo,2.55602,133715410,2118118373.0,2023-02-14
22,Mina,mina,1.01099,116677961,847884645.0,2023-02-14
23,Render Token,rndr,1.72266,110135179,476901946.0,2023-02-14
24,Avalanche,avax,18.1279,100273910,5672123455.0,2023-02-14
25,dYdX,dydx,2.63033,97436052,368053357.0,2023-02-14
26,Curve,crv,1.07244,96278107,780777134.0,2023-02-14
27,Gala,gala,0.0438905,95688431,331044396.0,2023-02-14
28,Magic,magic,1.6524,92488413,342042746.0,2023-02-14
29,Hooked Protocol,hook,2.61336,90966898,130668213.0,2023-02-14
30,ChainLink,link,6.79484,80921849,3340346587.0,2023-02-14
31,The Sandbox,sand,0.713266,80457138,1121224695.0,2023-02-14
32,Polkadot,dot,6.22583,76997343,7355537443.0,2023-02-14
33,TRON,trx,0.0667488,75545149,6144515515.0,2023-02-14
34,Hedera,hbar,0.086328,74286464,2199036972.0,2023-02-14
35,Oasis Network,rose,0.0801154,71368871,402929098.0,2023-02-14
36,Cosmos,atom,13.4112,68229668,3882272852.0,2023-02-14
37,Multi Collateral DAI,dai,0.999918,64426587,5194922046.0,2023-02-14
38,Blur,blur,0.621738,61317872,0.0,2023-02-14
39,NEAR Protocol,near,2.24011,60510572,1874624169.0,2023-02-14
40,Terra Classic,luna,0.000169385,59064242,1007115050.0,2023-02-14
41,TerraClassicUSD,ust,0.03045,58706023,298394723.0,2023-02-14
42,Aave,aave,82.6096,57762803,1168976353.0,2023-02-14
43,Highstreet,high,3.26299,56601700,99986778.0,2023-02-14
44,Filecoin,fil,5.07801,52509785,1977955928.0,2023-02-14
45,USDD,usdd,0.986941,51940273,715859990.0,2023-02-14
46,Ocean Protocol,ocean,0.475197,49807994,206248664.0,2023-02-14
47,Loopring,lrc,0.413249,49359638,514905387.0,2023-02-14
48,Decentraland,mana,0.675363,48532162,1226878263.0,2023-02-14
49,JasmyCoin,jasmy,0.00656021,48147398,168777692.0,2023-02-14
50,Onyxcoin,xcn,0.0174175,46096377,374003854.0,2023-02-14
1,Tether,usdt,1.00023,19238966680,69198456013.0,2023-02-14
2,Bitcoin,btc,22214.5,13858009009,427891915911.0,2023-02-14
3,Binance USD,busd,0.999732,7427846633,21837557797.0,2023-02-14
4,Ethereum,eth,1556.0,3220074464,188973067602.0,2023-02-14
5,USD Coin,usdc,0.999877,601070982,42560161487.0,2023-02-14
6,Solana,sol,21.7371,467403887,7964797550.0,2023-02-14
7,XRP,xrp,0.379448,393164768,19122459736.0,2023-02-14
8,Polygon,matic,1.2553,392482782,11241807361.0,2023-02-14
9,Binance Coin,bnb,296.507,339905014,47615443038.0,2023-02-14
10,Fantom,ftm,0.512582,326844546,1423548222.0,2023-02-14
11,Aptos,apt,14.5825,321624049,2133611095.0,2023-02-14
12,Hashflow,hft,0.677093,238885716,118646504.0,2023-02-14
13,SingularityNET,agix,0.457343,231465431,535752076.0,2023-02-14
14,Cardano,ada,0.386315,187123190,13538417576.0,2023-02-14
15,SHIBA INU,shib,1.26999e-05,170834929,7484945505.0,2023-02-14
16,Dogecoin,doge,0.0833397,169213656,11441507502.0,2023-02-14
17,Optimism,op,2.42508,164194299,545034047.0,2023-02-14
18,The Graph,grt,0.169436,163683741,1489032773.0,2023-02-14
19,Fetch.ai,fet,0.449789,159269322,309507988.0,2023-02-14
20,Litecoin,ltc,95.1194,154481639,6831441464.0,2023-02-14
21,Lido DAO Token,ldo,2.55602,133709094,2118118373.0,2023-02-14
22,Mina,mina,1.01099,116672924,847884645.0,2023-02-14
23,Render Token,rndr,1.72266,110130097,476901946.0,2023-02-14
24,Avalanche,avax,18.1279,100270652,5672123437.0,2023-02-14
25,dYdX,dydx,2.63044,97430611,368067785.0,2023-02-14
26,Curve,crv,1.07244,96273652,780777134.0,2023-02-14
27,Gala,gala,0.0438905,95685170,331044395.0,2023-02-14
28,Magic,magic,1.6524,92483861,342042746.0,2023-02-14
29,Hooked Protocol,hook,2.613,90962991,130650479.0,2023-02-14
30,ChainLink,link,6.79465,80919016,3340250757.0,2023-02-14
31,The Sandbox,sand,0.713266,80453897,1121224695.0,2023-02-14
32,Polkadot,dot,6.22498,76994164,7354536090.0,2023-02-14
33,TRON,trx,0.0667679,75541523,6146274905.0,2023-02-14
34,Hedera,hbar,0.0863521,74283498,2199649941.0,2023-02-14
35,Oasis Network,rose,0.0801154,71365879,402929098.0,2023-02-14
36,Cosmos,atom,13.4112,68227255,3882272858.0,2023-02-14
37,Multi Collateral DAI,dai,0.999918,64426062,5194921911.0,2023-02-14
38,Blur,blur,0.621738,61314360,0.0,2023-02-14
39,NEAR Protocol,near,2.24011,60507839,1874624169.0,2023-02-14
40,Terra Classic,luna,0.000169385,59062124,1007115050.0,2023-02-14
41,TerraClassicUSD,ust,0.03045,58705666,298394723.0,2023-02-14
42,Aave,aave,82.6096,57760562,1168976353.0,2023-02-14
43,Highstreet,high,3.26299,56599657,99986778.0,2023-02-14
44,Filecoin,fil,5.07801,52507251,1977956019.0,2023-02-14
45,USDD,usdd,0.986754,51940162,715724581.0,2023-02-14
46,Ocean Protocol,ocean,0.475197,49805742,206248664.0,2023-02-14
47,Loopring,lrc,0.413249,49357951,514904917.0,2023-02-14
48,Decentraland,mana,0.675363,48530436,1226878263.0,2023-02-14
49,JasmyCoin,jasmy,0.00656021,48145425,168777693.0,2023-02-14
50,Onyxcoin,xcn,0.0174175,46093866,374003854.0,2023-02-14
1,Tether,usdt,1.0003,19240391538,69203325275.0,2023-02-14
2,Bitcoin,btc,22215.1,13858976148,427902400662.0,2023-02-14
3,Binance USD,busd,0.999732,7427262488,21837556639.0,2023-02-14
4,Ethereum,eth,1556.81,3220167978,189072455003.0,2023-02-14
5,USD Coin,usdc,0.999876,601260055,42560095707.0,2023-02-14
6,Solana,sol,21.7346,467313042,7963896306.0,2023-02-14
7,XRP,xrp,0.379496,393361235,19124911133.0,2023-02-14
8,Polygon,matic,1.2549,392459293,11238296343.0,2023-02-14
9,Binance Coin,bnb,296.49,339929309,47612793870.0,2023-02-14
10,Fantom,ftm,0.513539,326856052,1426204415.0,2023-02-14
11,Aptos,apt,14.5994,321799653,2136077831.0,2023-02-14
12,Hashflow,hft,0.67882,239013245,118949122.0,2023-02-14
13,SingularityNET,agix,0.458874,231605226,537545640.0,2023-02-14
14,Cardano,ada,0.386278,187092198,13537130540.0,2023-02-14
15,SHIBA INU,shib,1.27001e-05,170841351,7485115196.0,2023-02-14
16,Dogecoin,doge,0.0833228,169214397,11439189384.0,2023-02-14
17,Optimism,op,2.42508,164193695,545034047.0,2023-02-14
18,The Graph,grt,0.169542,163734550,1489964871.0,2023-02-14
19,Fetch.ai,fet,0.449707,159295337,309451715.0,2023-02-14
